company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,difficulty_score,daily_rank,difficulty_class
UA,374,2025-08-10,ORD,MSP,0.36063130700911966,103.0,Easy
UA,729,2025-08-14,ORD,DFW,0.16323241782038245,551.0,Difficult
G7,4468,2025-08-08,ORD,LEX,0.3861040232227887,63.0,Easy
UA,714,2025-08-02,ORD,MDT,0.28171548558158616,484.0,Medium
UA,1301,2025-08-15,ORD,ICT,0.27115503994521284,419.0,Medium
OO,5699,2025-08-10,ORD,SAV,0.28120797426872196,467.0,Medium
OO,5136,2025-08-06,ORD,DEC,0.145079717398238,498.0,Difficult
OO,5118,2025-08-08,ORD,PLN,0.27208821727701976,488.0,Difficult
UA,1983,2025-08-09,ORD,LAX,0.3340074263599386,227.0,Easy
OO,5135,2025-08-13,ORD,MCW,0.1583953373753123,516.0,Difficult
G7,4390,2025-08-01,ORD,CHA,0.3017153755579981,483.0,Medium
OO,5027,2025-08-14,ORD,MCW,0.009461343587697183,560.0,Difficult
YX,3635,2025-08-05,ORD,MSN,0.26230471121683485,461.0,Medium
OO,5437,2025-08-14,ORD,DLH,0.279446540256559,406.0,Medium
OO,5353,2025-08-14,ORD,GRR,0.3420024953940751,129.0,Easy
UA,476,2025-08-14,ORD,CVG,0.27184708312409844,430.0,Medium
UA,881,2025-08-10,ORD,HND,0.40306174169576525,10.0,Easy
YX,3464,2025-08-04,ORD,PIT,0.3021377127333791,281.0,Easy
UA,2100,2025-08-10,ORD,SLC,0.31751310202915767,299.0,Easy
UA,714,2025-08-08,ORD,MDT,0.3545575984095178,184.0,Easy
G7,4529,2025-08-11,ORD,SGF,0.3484436070866433,200.0,Easy
UA,1878,2025-08-02,ORD,SFO,0.37189194147594523,207.0,Easy
UA,2661,2025-08-11,ORD,LGA,0.2914784706640181,448.0,Medium
YX,3498,2025-08-08,ORD,CVG,0.37879525271626574,90.0,Easy
UA,1616,2025-08-14,ORD,GRR,0.39488033224447416,12.0,Easy
UA,2658,2025-08-13,ORD,SMF,0.34471645046917226,138.0,Easy
UA,2323,2025-08-14,ORD,MCO,0.4426855002465662,3.0,Easy
OO,5100,2025-08-03,ORD,DEC,0.2865108195240762,458.0,Medium
OO,5219,2025-08-09,ORD,GRB,0.3266591313088675,261.0,Easy
OO,4636,2025-08-07,ORD,SBN,0.3514458088374468,203.0,Easy
UA,2323,2025-08-05,ORD,MCO,0.40685321722383827,24.0,Easy
OO,5712,2025-08-10,ORD,GSP,0.2997778360910525,398.0,Easy
UA,2100,2025-08-15,ORD,SLC,0.35429061276977475,84.0,Easy
G7,4463,2025-08-09,ORD,ABE,0.23918318161723043,485.0,Medium
YX,3525,2025-08-04,ORD,YYZ,0.3218347638568773,195.0,Easy
UA,1641,2025-08-13,ORD,IND,0.24019230639321193,468.0,Medium
UA,533,2025-08-13,ORD,OMA,0.3327027093550152,186.0,Easy
UA,2649,2025-08-11,ORD,EWR,0.3094695994252308,383.0,Easy
YX,3571,2025-08-09,ORD,IND,0.31926778437930675,286.0,Easy
G7,4458,2025-08-14,ORD,LIT,0.30838102169637516,275.0,Easy
OO,5607,2025-08-07,ORD,TUS,0.27922487294063303,483.0,Medium
UA,2426,2025-08-14,ORD,IAH,0.2793356761963112,408.0,Medium
G7,4395,2025-08-10,ORD,TVC,0.24479887613499096,519.0,Difficult
OO,5729,2025-08-09,ORD,FNT,0.3381730454322675,204.0,Easy
UA,1967,2025-08-09,ORD,LAX,0.29332521647072685,380.0,Easy
OO,5099,2025-08-01,ORD,CIU,0.36929192133151667,189.0,Easy
UA,1168,2025-08-12,ORD,SFO,0.37112725308433003,32.0,Easy
OO,5963,2025-08-08,ORD,BDL,0.2753015737077358,479.0,Medium
UA,445,2025-08-04,ORD,ANC,0.32580957851988035,175.0,Easy
OO,5392,2025-08-07,ORD,OKC,0.45075147338264254,11.0,Easy
UA,2430,2025-08-05,ORD,BNA,0.3079192304364191,360.0,Easy
OO,5948,2025-08-07,ORD,BNA,0.32344237538328646,344.0,Easy
UA,1584,2025-08-14,ORD,LAX,0.32689454555982406,191.0,Easy
G7,4502,2025-08-08,ORD,LEX,0.30105861132714706,412.0,Medium
YX,3614,2025-08-01,ORD,MCI,0.3835905400093167,126.0,Easy
UA,219,2025-08-04,ORD,HNL,0.43057795219234446,5.0,Easy
UA,2008,2025-08-01,ORD,MCO,0.4246522287139618,24.0,Easy
UA,1328,2025-08-07,ORD,SMF,0.3374049258921448,271.0,Easy
UA,1347,2025-08-05,ORD,FLL,0.2996745838322292,380.0,Easy
UA,2414,2025-08-12,ORD,BNA,0.2289730806475658,414.0,Medium
UA,2133,2025-08-08,ORD,EWR,0.3160234105183898,351.0,Easy
G7,4380,2025-08-15,ORD,SYR,0.31052070323010506,270.0,Easy
UA,2011,2025-08-08,ORD,YVR,0.37502082579719054,103.0,Easy
UA,970,2025-08-08,ORD,FCO,0.3178764790187856,341.0,Easy
UA,845,2025-08-13,ORD,GRU,0.3111717512296993,277.0,Easy
YX,3654,2025-08-12,ORD,STL,0.3345411113081491,103.0,Easy
UA,1006,2025-08-04,ORD,LGA,0.23394823535714188,532.0,Difficult
UA,356,2025-08-03,ORD,ATL,0.3419464399883424,229.0,Easy
UA,286,2025-08-13,ORD,CLE,0.30037907242330536,325.0,Easy
UA,293,2025-08-03,ORD,LGA,0.41141564279155846,16.0,Easy
UA,729,2025-08-02,ORD,DFW,0.24336202190685186,512.0,Difficult
UA,1448,2025-08-06,ORD,BUF,0.3769416199291357,75.0,Easy
OO,5610,2025-08-02,ORD,CHO,0.3634709359487651,246.0,Easy
G7,4431,2025-08-11,ORD,MSN,0.37766219217067165,89.0,Easy
UA,1933,2025-08-11,ORD,LAS,0.3055417799231807,401.0,Easy
UA,2652,2025-08-09,ORD,RSW,0.23766169298954817,487.0,Difficult
OO,5646,2025-08-14,ORD,ATW,0.28326147620051007,393.0,Easy
G7,4416,2025-08-01,ORD,STL,0.3357231210418672,363.0,Easy
G7,4568,2025-08-09,ORD,SCE,0.29756350401013293,369.0,Easy
G7,4507,2025-08-04,ORD,CHA,0.30255035848267026,280.0,Easy
YX,3667,2025-08-09,ORD,GSP,0.23738320089400505,489.0,Difficult
OO,4718,2025-08-10,ORD,DAY,0.3835076101468625,36.0,Easy
OO,5360,2025-08-08,ORD,MBS,0.3803158996184764,86.0,Easy
OO,5320,2025-08-05,ORD,MKE,0.32749162956506755,280.0,Easy
G7,4468,2025-08-03,ORD,LEX,0.32661674395448903,309.0,Easy
YX,3433,2025-08-15,ORD,CVG,0.3270886007644981,193.0,Easy
UA,1612,2025-08-10,ORD,MEM,0.30707566941064746,363.0,Easy
OO,5538,2025-08-11,ORD,HSV,0.3222252034520801,327.0,Easy
UA,2201,2025-08-14,ORD,MCO,0.3678180729387801,55.0,Easy
OO,5607,2025-08-13,ORD,TUS,0.30580999730960334,302.0,Easy
UA,2378,2025-08-10,ORD,LAX,0.3449510374037501,167.0,Easy
UA,580,2025-08-02,ORD,PDX,0.4016088650000817,95.0,Easy
UA,2155,2025-08-12,ORD,LAX,0.2681372763992532,334.0,Easy
YX,3696,2025-08-01,ORD,CVG,0.36487741239139926,210.0,Easy
UA,2665,2025-08-05,ORD,IAH,0.4047808695864625,30.0,Easy
UA,2144,2025-08-01,ORD,YYZ,0.31290099795730414,441.0,Medium
OO,5444,2025-08-02,ORD,CID,0.36401766336311275,242.0,Easy
UA,556,2025-08-03,ORD,CLT,0.33320138493463863,266.0,Easy
UA,2323,2025-08-08,ORD,MCO,0.3804396156223452,85.0,Easy
OO,5557,2025-08-05,ORD,OKC,0.32057115421727267,307.0,Easy
OO,5437,2025-08-01,ORD,DLH,0.3553303294446912,265.0,Easy
UA,2635,2025-08-01,ORD,CLT,0.303260046420702,475.0,Medium
UA,2649,2025-08-07,ORD,EWR,0.30479930324915927,417.0,Medium
OO,4712,2025-08-04,ORD,ELP,0.2855070645141103,364.0,Easy
G7,4571,2025-08-01,ORD,XNA,0.36949966797897277,186.0,Easy
G7,4504,2025-08-02,ORD,CHA,0.3520323944094932,307.0,Easy
UA,2649,2025-08-13,ORD,EWR,0.28895713581085186,365.0,Easy
UA,1878,2025-08-03,ORD,SFO,0.35581763546070316,165.0,Easy
OO,5140,2025-08-11,ORD,CMX,0.2886651667382909,453.0,Medium
UA,310,2025-08-11,ORD,MCI,0.38376053063814364,71.0,Easy
UA,1381,2025-08-10,ORD,DCA,0.32627268665027953,254.0,Easy
UA,758,2025-08-06,ORD,EWR,0.3009143023485747,345.0,Easy
UA,1660,2025-08-10,ORD,SFO,0.29160004373259185,427.0,Medium
UA,1989,2025-08-14,ORD,BOS,0.31769511344681817,233.0,Easy
UA,2155,2025-08-01,ORD,LAX,0.31203915693540596,443.0,Medium
OO,5103,2025-08-07,ORD,JLN,0.391595823463329,54.0,Easy
UA,1168,2025-08-02,ORD,SFO,0.42163692940236436,39.0,Easy
OO,5469,2025-08-01,ORD,SDF,0.36032281682308465,240.0,Easy
YX,3690,2025-08-11,ORD,IND,0.3356294350614706,274.0,Easy
G7,4559,2025-08-11,ORD,SDF,0.35141073414318813,189.0,Easy
OO,5037,2025-08-08,ORD,LAF,0.1939600219760248,544.0,Difficult
OO,5601,2025-08-04,ORD,FNT,0.30274801358241366,277.0,Easy
UA,2184,2025-08-01,ORD,EGE,0.33799278029324414,355.0,Easy
UA,1030,2025-08-12,ORD,ABQ,0.25954980608094536,356.0,Easy
G7,4461,2025-08-13,ORD,ABE,0.33868316109726093,160.0,Easy
UA,2290,2025-08-08,ORD,DFW,0.3673484197873688,126.0,Easy
UA,349,2025-08-08,ORD,BTV,0.39748165235618355,42.0,Easy
UA,1144,2025-08-11,ORD,ONT,0.3286218775406349,309.0,Easy
UA,286,2025-08-01,ORD,CLE,0.34669557281648705,310.0,Easy
UA,1316,2025-08-12,ORD,SRQ,0.3273655352585958,123.0,Easy
OO,5225,2025-08-06,ORD,MKE,0.35610118755520664,141.0,Easy
UA,1878,2025-08-04,ORD,SFO,0.28031835298300695,393.0,Easy
UA,1617,2025-08-15,ORD,PHL,0.329427818974404,184.0,Easy
UA,2144,2025-08-05,ORD,YYZ,0.311322830818353,339.0,Easy
UA,1044,2025-08-08,ORD,LAX,0.3481183647149039,207.0,Easy
OO,5225,2025-08-01,ORD,MKE,0.3749835448541398,160.0,Easy
UA,2144,2025-08-04,ORD,YYZ,0.2716401598953459,430.0,Medium
OO,5376,2025-08-03,ORD,LEX,0.3230952773012817,332.0,Easy
UA,2635,2025-08-15,ORD,CLT,0.3118018511662647,264.0,Easy
UA,2059,2025-08-05,ORD,PDX,0.37848068637699195,75.0,Easy
OO,5505,2025-08-14,ORD,SBN,0.24262962864407608,504.0,Difficult
UA,907,2025-08-11,ORD,FRA,0.39789461679073995,38.0,Easy
OO,5564,2025-08-03,ORD,SBN,0.39973411460491226,23.0,Easy
UA,764,2025-08-10,ORD,YYC,0.36048777702811513,104.0,Easy
UA,2364,2025-08-09,ORD,CMH,0.19145215241477787,509.0,Difficult
YX,3638,2025-08-03,ORD,CHS,0.2558357372271001,517.0,Difficult
OO,5712,2025-08-08,ORD,GSP,0.2860944389617979,448.0,Medium
OO,5135,2025-08-14,ORD,MCW,0.2229746252108614,523.0,Difficult
UA,1209,2025-08-14,ORD,EWR,0.2799653202518409,401.0,Easy
OO,5337,2025-08-15,ORD,ROA,0.34039136767745864,137.0,Easy
OO,5852,2025-08-15,ORD,HSV,0.3113265609965564,266.0,Easy
UA,1660,2025-08-14,ORD,SFO,0.29720841028392975,335.0,Easy
OO,5930,2025-08-09,ORD,FAR,0.35178113933982835,135.0,Easy
UA,1381,2025-08-01,ORD,DCA,0.2885423838764324,509.0,Difficult
UA,1599,2025-08-09,ORD,DEN,0.38555119768764073,38.0,Easy
OO,5140,2025-08-10,ORD,CMX,0.26912186791784015,497.0,Difficult
YX,3498,2025-08-12,ORD,CVG,0.25855506864409855,361.0,Easy
UA,622,2025-08-03,ORD,DEN,0.35195640323110305,182.0,Easy
UA,1785,2025-08-12,ORD,EWR,0.30014412410342245,226.0,Easy
G7,4395,2025-08-06,ORD,TVC,0.3563178604845266,139.0,Easy
YX,3681,2025-08-09,ORD,JAX,0.28185003666291586,415.0,Medium
YX,3536,2025-08-14,ORD,YUL,0.28271066990920757,394.0,Easy
UA,1859,2025-08-15,ORD,SNA,0.3313713007079157,170.0,Easy
OO,5131,2025-08-10,ORD,CMX,0.31503085633214145,317.0,Easy
UA,1708,2025-08-09,ORD,CLE,0.3290024730717462,252.0,Easy
OO,5521,2025-08-15,ORD,ATW,0.32606566741297743,197.0,Easy
OO,5038,2025-08-14,ORD,PLN,0.2742611578724283,420.0,Medium
UA,2201,2025-08-01,ORD,MCO,0.38870997612671376,113.0,Easy
YX,3668,2025-08-07,ORD,IND,0.3941550350609099,46.0,Easy
UA,980,2025-08-02,ORD,DUB,0.4158143327791027,50.0,Easy
UA,310,2025-08-04,ORD,MCI,0.3178322950639144,210.0,Easy
UA,563,2025-08-04,ORD,EWR,0.2184094202094021,550.0,Difficult
UA,1129,2025-08-05,ORD,BOS,0.15747684870206508,521.0,Difficult
G7,4611,2025-08-13,ORD,MDT,0.33060593053856197,197.0,Easy
UA,1708,2025-08-10,ORD,CLE,0.3674187453325758,82.0,Easy
UA,1361,2025-08-03,ORD,STL,0.3820426981734727,51.0,Easy
UA,1779,2025-08-15,ORD,BOS,0.22781516416593606,510.0,Difficult
OO,5593,2025-08-03,ORD,MEM,0.3806867347301995,56.0,Easy
UA,1677,2025-08-10,ORD,BOS,0.27764578389926775,475.0,Medium
UA,1612,2025-08-15,ORD,MEM,0.23334061905646594,503.0,Difficult
UA,2059,2025-08-09,ORD,PDX,0.38293187894377123,41.0,Easy
UA,576,2025-08-12,ORD,LAX,0.32653807535415424,128.0,Easy
OO,5135,2025-08-08,ORD,MCW,0.28382652704853123,454.0,Medium
UA,359,2025-08-13,ORD,MEX,0.2540905759670537,450.0,Medium
UA,2211,2025-08-15,ORD,SEA,0.3770621083993593,33.0,Easy
OO,5323,2025-08-10,ORD,CID,0.37511412523094767,58.0,Easy
UA,2481,2025-08-12,ORD,SYR,0.33627384050180964,94.0,Easy
UA,1803,2025-08-11,ORD,DEN,0.338744226731335,255.0,Easy
OO,5859,2025-08-15,ORD,BZN,0.25932079657401425,460.0,Medium
OO,5448,2025-08-01,ORD,FWA,0.349752795186764,299.0,Easy
OO,5795,2025-08-13,ORD,TUL,0.3874164173790679,22.0,Easy
UA,1793,2025-08-14,ORD,MSP,0.2778613234515077,411.0,Medium
UA,3,2025-08-02,ORD,ZRH,0.3926711964121719,121.0,Easy
YX,3598,2025-08-05,ORD,SDF,0.35557445739361176,151.0,Easy
YX,3536,2025-08-07,ORD,YUL,0.27933304078509646,481.0,Medium
OO,5819,2025-08-05,ORD,DLH,0.27768011427230055,434.0,Medium
UA,2005,2025-08-10,ORD,TYS,0.32534412336001123,261.0,Easy
G7,4429,2025-08-11,ORD,FSD,0.38646000846300843,62.0,Easy
UA,1974,2025-08-08,ORD,PWM,0.3773284585522783,94.0,Easy
UA,1583,2025-08-13,ORD,BWI,0.365348820263173,66.0,Easy
OO,5398,2025-08-11,ORD,IND,0.332159217178874,298.0,Easy
OO,5414,2025-08-07,ORD,MEM,0.3030495388315624,423.0,Medium
YX,3694,2025-08-04,ORD,ROC,0.2976729792051063,311.0,Easy
UA,466,2025-08-14,ORD,DCA,0.1589028616748874,554.0,Difficult
OO,4739,2025-08-13,ORD,GRB,0.2433956522281454,462.0,Medium
OO,5260,2025-08-13,ORD,FSD,0.4040762623421395,9.0,Easy
UA,1756,2025-08-07,ORD,YYZ,0.21365249037458606,536.0,Difficult
OO,5274,2025-08-09,ORD,SBN,0.3330011410933703,233.0,Easy
OO,5964,2025-08-05,ORD,CID,0.3691272061641734,109.0,Easy
UA,2683,2025-08-07,ORD,SAN,0.4314317166150728,14.0,Easy
UA,2004,2025-08-15,ORD,SYR,0.36343983717399825,59.0,Easy
OO,5841,2025-08-12,ORD,MEM,0.3141416518587902,175.0,Easy
OO,5737,2025-08-06,ORD,OMA,0.3279115392372304,237.0,Easy
UA,2865,2025-08-11,ORD,LGA,0.26119775307014337,518.0,Difficult
YX,3440,2025-08-12,ORD,YYZ,0.2514262752283947,376.0,Easy
UA,2649,2025-08-01,ORD,EWR,0.3529730691004161,278.0,Easy
UA,1658,2025-08-10,ORD,EWR,0.29742790457446355,407.0,Medium
UA,1306,2025-08-04,ORD,TPA,0.2866507900933601,357.0,Easy
UA,763,2025-08-09,ORD,PWM,0.3071268299953077,336.0,Easy
UA,777,2025-08-04,ORD,LAS,0.33258950636726675,137.0,Easy
G7,4613,2025-08-15,ORD,STL,0.3597784161235565,67.0,Easy
UA,2661,2025-08-10,ORD,LGA,0.28526714437606715,452.0,Medium
UA,247,2025-08-14,ORD,OMA,0.3437161221201044,124.0,Easy
G7,4585,2025-08-06,ORD,DAY,0.37551714711518475,78.0,Easy
OO,5564,2025-08-08,ORD,SBN,0.3703650307052813,115.0,Easy
UA,617,2025-08-02,ORD,CLT,0.3801226993020746,167.0,Easy
UA,2427,2025-08-04,ORD,CVG,0.34250517333188146,101.0,Easy
UA,1306,2025-08-08,ORD,TPA,0.3055625599279673,394.0,Easy
OO,5521,2025-08-10,ORD,ATW,0.3007093646800062,390.0,Easy
OO,5833,2025-08-02,ORD,DTW,0.44878047666782916,11.0,Easy
UA,312,2025-08-05,ORD,CHS,0.40835363115725815,21.0,Easy
UA,1834,2025-08-11,ORD,TPA,0.3210393593813429,331.0,Easy
G7,4406,2025-08-02,ORD,TVC,0.3726239709460579,204.0,Easy
OO,5748,2025-08-09,ORD,YWG,0.3666553303870525,90.0,Easy
OO,5108,2025-08-13,ORD,SLN,0.27150845156098097,417.0,Medium
UA,556,2025-08-13,ORD,CLT,0.26014068316923,440.0,Medium
UA,1377,2025-08-06,ORD,MYR,0.3517941657955644,153.0,Easy
UA,533,2025-08-01,ORD,OMA,0.38548040809738543,118.0,Easy
UA,1909,2025-08-02,ORD,TVC,0.4089655694100909,72.0,Easy
UA,481,2025-08-05,ORD,RNO,0.31925760046657,316.0,Easy
OO,4739,2025-08-10,ORD,GRB,0.29964849163449575,399.0,Easy
UA,2137,2025-08-14,ORD,SLC,0.3025606397856572,301.0,Easy
UA,1564,2025-08-04,ORD,MSP,0.3338131988542323,130.0,Easy
UA,1328,2025-08-05,ORD,SMF,0.36987910359025455,104.0,Easy
OO,5833,2025-08-07,ORD,DTW,0.37905940265844884,88.0,Easy
OO,5521,2025-08-13,ORD,ATW,0.3077882398972212,292.0,Easy
UA,380,2025-08-02,ORD,JAX,0.3441633011833568,341.0,Easy
G7,4549,2025-08-03,ORD,MLI,0.37144978378846877,96.0,Easy
OO,5323,2025-08-03,ORD,CID,0.3298276910395345,289.0,Easy
UA,1010,2025-08-07,ORD,DCA,0.1667564107175296,546.0,Difficult
OO,5352,2025-08-02,ORD,CAK,0.3648364028430377,235.0,Easy
OO,5290,2025-08-02,ORD,BOI,0.37980338108154105,169.0,Easy
OO,5280,2025-08-05,ORD,DSM,0.2671799540517894,455.0,Medium
OO,5253,2025-08-07,ORD,FCA,0.36598000997511104,135.0,Easy
UA,576,2025-08-14,ORD,LAX,0.3184255043431404,228.0,Easy
UA,468,2025-08-02,ORD,IAH,0.33537209325634587,384.0,Easy
OO,5125,2025-08-10,ORD,CMX,0.3297185766762316,242.0,Easy
UA,881,2025-08-04,ORD,HND,0.4580959880697282,4.0,Easy
UA,1785,2025-08-11,ORD,EWR,0.3372065581649935,264.0,Easy
UA,1224,2025-08-10,ORD,LAX,0.28397002874645527,456.0,Medium
UA,2401,2025-08-10,ORD,NAS,0.4086090602561776,7.0,Easy
UA,1741,2025-08-04,ORD,JAC,0.34070089415049726,106.0,Easy
G7,4185,2025-08-03,ORD,STL,0.3507093367135565,188.0,Easy
YX,3690,2025-08-03,ORD,IND,0.3520130670570064,181.0,Easy
UA,2497,2025-08-03,ORD,DTW,0.3520578872565755,180.0,Easy
UA,2627,2025-08-13,ORD,MSP,0.35353153913585394,100.0,Easy
UA,602,2025-08-13,ORD,PHX,0.2514802118604121,455.0,Medium
OO,5603,2025-08-06,ORD,FNT,0.3114021692945099,301.0,Easy
OO,5731,2025-08-01,ORD,STL,0.34024477428061817,341.0,Easy
UA,1413,2025-08-08,ORD,LGA,0.2684426295417373,492.0,Difficult
OO,4718,2025-08-14,ORD,DAY,0.35627127892832694,78.0,Easy
UA,356,2025-08-10,ORD,ATL,0.3478869682186169,150.0,Easy
UA,2067,2025-08-04,ORD,BOS,0.24912182153138135,505.0,Difficult
UA,275,2025-08-04,ORD,RAP,0.3070584401707618,253.0,Easy
OO,4718,2025-08-05,ORD,DAY,0.34201298685172465,209.0,Easy
OO,5470,2025-08-13,ORD,GEG,0.33618118630006655,172.0,Easy
UA,2361,2025-08-10,ORD,LAX,0.3143520991458167,322.0,Easy
UA,482,2025-08-09,ORD,CHS,0.32665196767517274,262.0,Easy
UA,1857,2025-08-07,ORD,MIA,0.31356083475352886,385.0,Easy
UA,1413,2025-08-01,ORD,LGA,0.3023456089258705,481.0,Medium
OO,5624,2025-08-14,ORD,LEX,0.3056973194065677,289.0,Easy
G7,4445,2025-08-12,ORD,BHM,0.2881823001678471,272.0,Easy
OO,5108,2025-08-02,ORD,SLN,0.2946608166338206,471.0,Medium
OO,5984,2025-08-06,ORD,BIL,0.35937522234727515,127.0,Easy
UA,664,2025-08-08,ORD,LGA,0.234804955191835,527.0,Difficult
OO,6002,2025-08-10,ORD,AVL,0.36671662190353777,84.0,Easy
OO,5499,2025-08-12,ORD,SBN,0.27835756483975693,298.0,Easy
G7,4530,2025-08-14,ORD,SGF,0.3171373809702208,234.0,Easy
YX,3716,2025-08-09,ORD,CMH,0.34273107233582156,186.0,Easy
OO,4638,2025-08-08,ORD,COS,0.3179495201971679,340.0,Easy
UA,622,2025-08-05,ORD,DEN,0.4211070335971883,12.0,Easy
UA,1168,2025-08-05,ORD,SFO,0.4059794839514783,28.0,Easy
UA,2629,2025-08-03,ORD,CLE,0.3609916196517754,137.0,Easy
OO,5037,2025-08-05,ORD,LAF,0.13693015943569817,525.0,Difficult
UA,970,2025-08-09,ORD,FCO,0.23201951379195357,492.0,Difficult
UA,739,2025-08-03,ORD,BZN,0.32764257478068876,302.0,Easy
UA,2154,2025-08-01,ORD,ROC,0.4153842523241969,38.0,Easy
UA,1872,2025-08-10,ORD,MSP,0.362677883564233,96.0,Easy
UA,2067,2025-08-12,ORD,BOS,0.3144402740903525,174.0,Easy
UA,1815,2025-08-15,ORD,MSY,0.2537765868942354,469.0,Medium
UA,2394,2025-08-07,ORD,DEN,0.3303834059007002,309.0,Easy
UA,1983,2025-08-01,ORD,LAX,0.3753592959669861,156.0,Easy
UA,1708,2025-08-15,ORD,CLE,0.354024830462526,86.0,Easy
UA,2683,2025-08-08,ORD,SAN,0.35801320768404504,158.0,Easy
OO,5435,2025-08-10,ORD,BDL,0.39857934662484595,14.0,Easy
UA,1983,2025-08-04,ORD,LAX,0.2649512919032993,455.0,Medium
UA,987,2025-08-07,ORD,CDG,0.3123077019658303,390.0,Easy
OO,5624,2025-08-15,ORD,LEX,0.2685378371623847,428.0,Medium
UA,1808,2025-08-10,ORD,CLE,0.3809647446368599,43.0,Easy
UA,1335,2025-08-03,ORD,BUF,0.3481333845057297,200.0,Easy
OO,5425,2025-08-13,ORD,STL,0.33797217136601976,163.0,Easy
UA,2440,2025-08-12,ORD,LAS,0.2510955335697484,377.0,Easy
UA,2302,2025-08-11,ORD,BWI,0.31958475702313505,340.0,Easy
UA,2189,2025-08-13,ORD,LGA,0.20417642639156605,496.0,Difficult
UA,374,2025-08-03,ORD,MSP,0.30357964924256436,408.0,Medium
UA,987,2025-08-04,ORD,CDG,0.2583928867895346,479.0,Medium
YX,3433,2025-08-09,ORD,CVG,0.37770017741648054,56.0,Easy
G7,4611,2025-08-12,ORD,MDT,0.30905175379864697,194.0,Easy
G7,4529,2025-08-13,ORD,SGF,0.3486644494197886,119.0,Easy
YX,3707,2025-08-07,ORD,IND,0.3257128533956398,330.0,Easy
OO,4780,2025-08-04,ORD,CAK,0.28146971862479075,388.0,Easy
UA,786,2025-08-05,ORD,BTV,0.3679262021237007,114.0,Easy
UA,2100,2025-08-07,ORD,SLC,0.3519812980561,198.0,Easy
UA,729,2025-08-05,ORD,DFW,0.2846536949733638,423.0,Medium
YX,3663,2025-08-13,ORD,BGR,0.35616248819754576,95.0,Easy
OO,5977,2025-08-08,ORD,ICT,0.32964334076306123,293.0,Easy
OO,5229,2025-08-09,ORD,ILM,0.5831055123252135,1.0,Easy
G7,4461,2025-08-11,ORD,ABE,0.29956500741306735,422.0,Medium
YX,3601,2025-08-11,ORD,YYZ,0.3066665054507844,394.0,Easy
OO,5219,2025-08-02,ORD,GRB,0.39908126503133406,102.0,Easy
UA,2254,2025-08-07,ORD,PDX,0.3800416366157594,82.0,Easy
OO,5337,2025-08-14,ORD,ROA,0.33107071943873767,175.0,Easy
UA,1583,2025-08-12,ORD,BWI,0.35964368758823495,46.0,Easy
UA,2347,2025-08-15,ORD,CLE,0.3132569062113099,258.0,Easy
UA,2385,2025-08-15,ORD,MSO,0.3260922485432726,196.0,Easy
UA,1124,2025-08-07,ORD,IAH,0.3514532504223584,202.0,Easy
UA,1740,2025-08-14,ORD,RSW,0.22156212685658763,524.0,Difficult
UA,1564,2025-08-10,ORD,MSP,0.29540970810109163,414.0,Medium
UA,708,2025-08-12,ORD,MCI,0.261640502880062,345.0,Easy
UA,2488,2025-08-10,ORD,LGA,0.2893616493315163,440.0,Medium
UA,2155,2025-08-09,ORD,LAX,0.34377238175958297,178.0,Easy
UA,2494,2025-08-07,ORD,MCI,0.38588576452412376,62.0,Easy
UA,1182,2025-08-09,ORD,SJC,0.41320167881972897,9.0,Easy
G7,4184,2025-08-07,ORD,DAY,0.3492564791402537,217.0,Easy
G7,4559,2025-08-07,ORD,SDF,0.3634355637209712,150.0,Easy
OO,5469,2025-08-08,ORD,SDF,0.3103173532718323,377.0,Easy
OO,5901,2025-08-11,ORD,FAR,0.3594979132660622,152.0,Easy
YX,3465,2025-08-10,ORD,GSP,0.2823147020874943,462.0,Medium
G7,4552,2025-08-10,ORD,DAY,0.365179143062214,90.0,Easy
UA,2652,2025-08-10,ORD,RSW,0.29996029649000183,396.0,Easy
UA,2329,2025-08-08,ORD,DTW,0.33761699439624504,264.0,Easy
OO,5337,2025-08-11,ORD,ROA,0.3546188077378231,177.0,Easy
UA,1564,2025-08-08,ORD,MSP,0.38792639804013707,62.0,Easy
UA,2278,2025-08-09,ORD,SEA,0.3362040781624444,214.0,Easy
UA,2649,2025-08-03,ORD,EWR,0.30602425564057395,403.0,Easy
OO,5852,2025-08-13,ORD,HSV,0.3213651357311666,238.0,Easy
YX,3569,2025-08-11,ORD,DTW,0.3388489963599536,254.0,Easy
UA,356,2025-08-05,ORD,ATL,0.25688994597283615,467.0,Medium
UA,399,2025-08-08,ORD,BOS,0.3198735559572939,334.0,Easy
YX,3604,2025-08-01,ORD,CMH,0.35781233403528173,255.0,Easy
UA,602,2025-08-14,ORD,PHX,0.312615624162809,254.0,Easy
UA,2133,2025-08-14,ORD,EWR,0.26204528813859235,468.0,Medium
UA,1857,2025-08-07,ORD,MIA,0.3679212998698079,129.0,Easy
UA,2059,2025-08-13,ORD,PDX,0.3258485520495029,222.0,Easy
UA,1068,2025-08-09,ORD,IAD,0.28279467493369403,412.0,Medium
UA,291,2025-08-04,ORD,BDL,0.3277812619697213,163.0,Easy
OO,5821,2025-08-15,ORD,MKE,0.2752394791384043,405.0,Medium
G7,4482,2025-08-01,ORD,TUL,0.3747851172029005,162.0,Easy
